Date,High,Low,Close,Volume
2004/8/19,95.24941547,87.14941547,91.52941547,22310993
2004/8/20,107.3908637,98.81086368,106.6208637,11407417
2004/8/23,107.5576712,103.1276712,103.4776712,9119787
2004/8/24,105.7008995,97.67089948,98.97089948,7625182
2004/8/25,103.9252687,99.80526874,101.9252687,4555688
2004/8/26,99.25502775,95.96502775,99.21502775,3520781
2004/8/27,106.450125,103.520125,103.980125,3066477
2004/8/30,104.0323746,100.5523746,100.5523746,2560583
2004/8/31,96.00847954,94.45847954,94.66847954,2430331
2004/9/1,96.17526214,92.87526214,93.45526214,4569961
2004/9/2,100.3048606,96.87486061,99.44486061,7545950
2004/9/3,100.2954583,97.87545835,98.56545835,2526723
2004/9/7,101.1764946,98.78649457,100.7564946,2918623
2004/9/8,94.24562311,91.71562311,93.51562311,2449105
2004/9/9,97.78780484,96.07780484,97.38780484,1996398
2004/9/10,96.9762209,91.7162209,95.7462209,4323520
2004/9/13,103.0069003,101.0569003,102.0969003,3901232
2004/9/14,103.3946629,98.18466293,102.8846629,5409046
2004/9/15,105.074434,101.044434,102.844434,5358912
2004/9/16,107.2158713,103.0658713,105.3858713,4635343
2004/9/17,116.095356,112.155356,116.095356,4719293
2004/9/20,118.4293224,113.5993224,116.1893224,5267801
2004/9/21,115.7726316,112.8626316,113.1926316,3592572
2004/9/22,116.0620099,113.2020099,114.7720099,3742199
2004/9/23,122.3824699,116.7724699,120.5724699,4266410
2004/9/24,119.4811068,115.1411068,115.2111068,4519982
2004/9/27,111.4301059,108.3501059,108.8101059,3521628
2004/9/28,121.268313,114.078313,120.728313,8445416
2004/9/29,125.942238,117.152238,122.002238,15219761
2004/9/30,123.279092,119.979092,120.579092,6870999
2004/10/1,125.5687668,120.2287668,123.9087668,7537873
2004/10/4,136.4046606,133.5646606,134.5946606,6471084
2004/10/5,129.9719207,123.6819207,129.8119207,7471425
2004/10/6,133.2812832,130.8312832,131.9112832,6676603
2004/10/7,132.9660542,129.6360542,131.9360542,7039420
2004/10/8,138.5960667,135.9360667,136.6460667,5516773
2004/10/11,134.9403936,129.9303936,131.3403936,5196984
2004/10/12,130.4783194,126.2683194,130.2683194,5810162
2004/10/13,135.4953154,132.0253154,132.8453154,9861399
2004/10/14,141.9370188,138.1170188,141.5570188,5222970
2004/10/15,139.6888016,136.1388016,138.2988016,6569407
2004/10/18,144.095508,136.105508,144.055508,6997856
2004/10/19,143.6087031,138.5587031,139.1487031,9054036
2004/10/20,140.301531,130.911531,131.801531,11341928
2004/10/21,149.6007776,141.0907776,148.8507776,14553986
2004/10/22,173.7261529,157.6361529,165.9861529,36882053
2004/10/25,188.0563981,166.1763981,181.0263981,32749849
2004/10/26,183.7204145,171.0804145,172.8804145,22283701
2004/10/27,182.3062649,174.5562649,178.7562649,13334900
2004/10/28,187.6137226,178.8237226,186.5237226,14844914
2004/10/29,196.9663264,187.6163264,187.6563264,21138455
2004/11/1,189.0503391,182.6503391,187.4103391,12176955
2004/11/2,195.0193989,189.1093989,190.6393989,11303333
2004/11/3,196.2961754,185.4461754,186.3661754,13852027
2004/11/4,182.7532346,175.7032346,177.0532346,14366162
2004/11/5,175.5406389,161.7906389,162.5906389,19786807
2004/11/8,167.9482,161.9082,165.0582,11149388
2004/11/9,170.7559242,160.8259242,164.2559242,11054930
2004/11/10,165.5188427,159.3288427,160.8588427,10596500
2004/11/11,179.4143085,163.2343085,178.6843085,14973415
2004/11/12,188.8843282,176.4843282,181.0843282,16695107
2004/11/15,181.4124035,171.8424035,177.9624035,11878631
2004/11/16,177.9513129,169.3113129,171.0213129,20917263
2004/11/17,175.9031995,167.4031995,170.9031995,18110877
2004/11/18,172.2337633,163.5437633,165.3537633,16587052
2004/11/19,162.6955226,159.2355226,162.1155226,8753443
2004/11/22,164.0078571,155.8178571,159.6078571,12319391
2004/11/23,163.5714936,159.2414936,160.2614936,12379210
2004/11/24,175.3140659,170.6140659,172.8640659,15263696
2004/11/26,177.328845,172.618845,176.688845,6474293
2004/11/29,177.2325925,171.7925925,175.3325925,10650572
2004/11/30,176.0912308,173.3412308,175.0712308,7669680
2004/12/1,180.042872,177.092872,177.502872,7831436
2004/12/2,177.8750127,174.9150127,175.7650127,6208733
2004/12/3,176.1613003,172.7013003,175.5013003,5832945
2004/12/6,176.3360506,171.6560506,171.9260506,6241192
2004/12/7,170.4535806,164.8035806,165.6835806,6818656
2004/12/8,167.0305225,162.0805225,163.3305225,7493983
2004/12/9,166.7469468,161.7169468,166.6769468,7631581
2004/12/10,174.8086659,171.2186659,171.5786659,4262749
2004/12/13,163.6292029,159.8992029,160.8992029,4782340
2004/12/14,171.0910953,161.8710953,170.9610953,11037845
2004/12/15,176.8217912,172.7917912,175.9117912,11434228
2004/12/16,173.0849879,168.5449879,169.0649879,8529935
2004/12/17,177.5338706,173.5838706,177.1138706,7345111
2004/12/20,179.0226972,172.4326972,175.5826972,9830571
2004/12/21,184.9961018,180.5161018,180.8661018,5509865
2004/12/22,186.3391876,182.4991876,185.7891876,3878400
2004/12/23,178.6791638,176.0791638,177.9791638,3571505
2004/12/27,191.9560092,187.7560092,190.5660092,6064422
2004/12/28,190.5280783,187.9880783,189.7380783,4133355
2004/12/29,186.5828529,184.8428529,185.9628529,2664672
2004/12/30,194.8214539,188.4414539,194.1914539,5895222
2004/12/31,195.8370306,188.5170306,188.7470306,7643706
2005/1/3,203.4485635,195.2685635,202.5185635,15809208
2005/1/4,202.6304701,193.1804701,194.2004701,13751166
2005/1/5,193.1610425,188.4910425,189.7710425,8198780
2005/1/6,195.163926,186.983926,187.813926,10385553
2005/1/7,184.4650844,178.9950844,184.0650844,9629733
2005/1/10,195.1621875,188.8921875,192.1221875,7528451
2005/1/11,197.1462108,192.6162108,192.9762108,6940361
2005/1/12,195.5076411,190.0776411,194.9576411,8135752
2005/1/13,188.3852121,185.0452121,186.3252121,6833373
2005/1/14,197.5961365,191.7161365,197.5561365,9592447
2005/1/18,199.3771226,193.0171226,198.2571226,13170879
2005/1/19,196.9503192,188.3603192,188.9503192,11253971
2005/1/20,194.6900285,190.4400285,192.3600285,8998968
2005/1/21,187.4835313,180.2435313,180.4035313,9252867
2005/1/24,184.6371138,175.6271138,176.0271138,14015591
2005/1/25,180.2848233,174.3348233,175.1648233,10632772
2005/1/26,188.8482657,178.5882657,188.6782657,12288307
2005/1/27,185.7783016,182.1183016,184.9983016,6596726
2005/1/28,192.5537758,184.1937758,188.1937758,12185907
2005/1/31,188.9333362,184.2933362,188.1933362,9563073
2005/2/1,189.3620252,183.3320252,184.6020252,18821205
2005/2/2,207.5183044,194.3783044,196.6783044,32763912
2005/2/3,204.1975656,196.6375656,201.6875656,12959126
2005/2/4,203.0940294,197.9440294,199.7040294,14793506
2005/2/7,201.3720941,190.4820941,191.0020941,12957315
2005/2/8,198.2358057,192.7458057,196.8558057,11456360
2005/2/9,200.082782,187.942782,190.062782,17141208
2005/2/10,189.2842121,182.3242121,185.0542121,18981510
2005/2/11,183.352159,177.102159,178.432159,13060956
2005/2/14,184.1256164,172.0456164,184.0356164,38528871
2005/2/15,192.0794877,185.3194877,187.4694877,25771241
2005/2/16,191.7900439,186.7600439,190.8700439,16513531
2005/2/17,195.6177044,192.6777044,193.7677044,10399123
2005/2/18,198.1289318,195.9489318,197.2389318,8448174
2005/2/22,196.6273724,188.1173724,189.0973724,13461009
2005/2/23,187.8723107,182.0523107,187.3423107,15576615
2005/2/24,185.9484988,178.3284988,184.9884988,25807855
2005/2/25,181.0717602,176.6617602,177.0217602,9957406
2005/2/28,185.3159785,181.2959785,183.4359785,7799080
2005/3/1,186.3803104,178.6303104,182.6903104,9304776
2005/3/2,187.6601171,184.3501171,185.1701171,7284445
2005/3/3,183.8012953,180.3612953,183.0612953,7590595
2005/3/4,177.8457613,175.6657613,176.4957613,6753423
2005/3/7,186.7937057,184.2237057,186.0037057,8649661
2005/3/8,186.8422625,181.9622625,182.1922625,8024577
2005/3/9,182.1313297,177.6413297,178.8313297,11312522
2005/3/10,179.1353665,175.3353665,177.9153665,10937963
2005/3/11,171.3289682,167.5289682,168.1789682,7979700
2005/3/14,168.9624501,163.1324501,165.5524501,11108060
2005/3/15,170.1951429,164.4051429,168.8051429,10384193
2005/3/16,176.7404043,173.1404043,173.7304043,7056351
2005/3/17,177.6003738,173.7603738,177.2503738,8249350
2005/3/18,174.4721053,172.3821053,174.1121053,7034952
2005/3/21,173.7585959,168.8385959,172.4685959,7464114
2005/3/22,179.7785797,175.6885797,176.4385797,5603961
